             6: (186,186,186) #BABABA grey73
             3: (187,187,187) #BBBBBB srgb(187,187,187)
            23: (188,188,188) #BCBCBC srgb(188,188,188)
             1: (189,189,189) #BDBDBD grey74
             6: (190,190,190) #BEBEBE grey
             4: (191,191,191) #BFBFBF grey75
             1: (193,193,193) #C1C1C1 srgb(193,193,193)
             3: (194,194,194) #C2C2C2 grey76
             6: (196,196,196) #C4C4C4 grey77
             1: (197,197,197) #C5C5C5 srgb(197,197,197)
             3: (198,198,198) #C6C6C6 srgb(198,198,198)
             9: (199,199,199) #C7C7C7 grey78
             2: (200,200,200) #C8C8C8 srgb(200,200,200)
             3: (201,201,201) #C9C9C9 grey79
             2: (202,202,202) #CACACA srgb(202,202,202)
             2: (203,203,203) #CBCBCB srgb(203,203,203)
             3: (204,204,204) #CCCCCC grey80
             5: (205,205,205) #CDCDCD srgb(205,205,205)
             1: (206,206,206) #CECECE srgb(206,206,206)
             3: (207,207,207) #CFCFCF grey81
             4: (208,208,208) #D0D0D0 srgb(208,208,208)
             3: (209,209,209) #D1D1D1 grey82
             5: (210,210,210) #D2D2D2 srgb(210,210,210)
             5: (211,211,211) #D3D3D3 LightGray
             9: (212,212,212) #D4D4D4 grey83
          6156: (213,62,79) #D53E4F srgb(213,62,79)
             1: (213,213,213) #D5D5D5 srgb(213,213,213)
             3: (214,214,214) #D6D6D6 grey84
             1: (215,215,215) #D7D7D7 srgb(215,215,215)
             7: (216,216,216) #D8D8D8 srgb(216,216,216)
             4: (217,217,217) #D9D9D9 grey85
             4: (218,218,218) #DADADA srgb(218,218,218)
             3: (219,219,219) #DBDBDB grey86
             1: (220,220,220) #DCDCDC gainsboro
             2: (221,221,221) #DDDDDD srgb(221,221,221)
             2: (222,222,222) #DEDEDE grey87
             6: (223,223,223) #DFDFDF srgb(223,223,223)
             7: (224,224,224) #E0E0E0 grey88
            10: (225,225,225) #E1E1E1 srgb(225,225,225)
             3: (226,226,226) #E2E2E2 srgb(226,226,226)
